UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_100_refined_0001_creation_1_refined_0001.pdb,1.73724
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_102_refined_0001_creation_1_refined_0001.pdb,2.86845
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_103_refined_0001_creation_1_refined_0001.pdb,3.79874
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_108_refined_0001_creation_1_refined_0001.pdb,1.81953
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_110_refined_0001_creation_1_refined_0001.pdb,3.20049
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_116_refined_0001_creation_1_refined_0001.pdb,1.54904
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_118_refined_0001_creation_1_refined_0001.pdb,3.23098
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_119_refined_0001_creation_1_refined_0001.pdb,2.03686
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_121_refined_0001_creation_1_refined_0001.pdb,2.82729
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_124_refined_0001_creation_1_refined_0001.pdb,3.33982
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_129_refined_0001_creation_1_refined_0001.pdb,2.20385
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_130_refined_0001_creation_1_refined_0001.pdb,1.8213
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_134_refined_0001_creation_1_refined_0001.pdb,2.37574
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_136_refined_0001_creation_1_refined_0001.pdb,1.59333
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_13_refined_0001_creation_1_refined_0001.pdb,3.03588
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_140_refined_0001_creation_1_refined_0001.pdb,1.44867
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_141_refined_0001_creation_1_refined_0001.pdb,1.73032
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_143_refined_0001_creation_1_refined_0001.pdb,2.72313
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_145_refined_0001_creation_1_refined_0001.pdb,2.09105
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_148_refined_0001_creation_1_refined_0001.pdb,1.73885
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_154_refined_0001_creation_1_refined_0001.pdb,3.10125
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_155_refined_0001_creation_1_refined_0001.pdb,1.92325
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_156_refined_0001_creation_1_refined_0001.pdb,1.43291
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_158_refined_0001_creation_1_refined_0001.pdb,1.93718
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_160_refined_0001_creation_1_refined_0001.pdb,3.24687
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_162_refined_0001_creation_1_refined_0001.pdb,1.83984
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_164_refined_0001_creation_1_refined_0001.pdb,2.28993
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_165_refined_0001_creation_1_refined_0001.pdb,3.11704
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_168_refined_0001_creation_1_refined_0001.pdb,1.89507
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_16_refined_0001_creation_1_refined_0001.pdb,2.08482
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_173_refined_0001_creation_1_refined_0001.pdb,2.28576
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_175_refined_0001_creation_1_refined_0001.pdb,2.05665
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_177_refined_0001_creation_1_refined_0001.pdb,1.90402
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_183_refined_0001_creation_1_refined_0001.pdb,1.47547
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_184_refined_0001_creation_1_refined_0001.pdb,1.97275
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_186_refined_0001_creation_1_refined_0001.pdb,1.98914
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_18_refined_0001_creation_1_refined_0001.pdb,2.57558
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_194_refined_0001_creation_1_refined_0001.pdb,1.48857
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_197_refined_0001_creation_1_refined_0001.pdb,3.07608
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_198_refined_0001_creation_1_refined_0001.pdb,1.83235
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_19_refined_0001_creation_1_refined_0001.pdb,2.57051
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_1_refined_0001_creation_1_refined_0001.pdb,3.43125
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_20_refined_0001_creation_1_refined_0001.pdb,2.44109
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_21_refined_0001_creation_1_refined_0001.pdb,3.28383
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_24_refined_0001_creation_1_refined_0001.pdb,3.91971
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_27_refined_0001_creation_1_refined_0001.pdb,1.8306
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_28_refined_0001_creation_1_refined_0001.pdb,3.29397
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_2_refined_0001_creation_1_refined_0001.pdb,1.94738
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_31_refined_0001_creation_1_refined_0001.pdb,1.66077
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_32_refined_0001_creation_1_refined_0001.pdb,2.99165
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_36_refined_0001_creation_1_refined_0001.pdb,1.32652
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_37_refined_0001_creation_1_refined_0001.pdb,3.29114
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_38_refined_0001_creation_1_refined_0001.pdb,2.77872
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_3_refined_0001_creation_1_refined_0001.pdb,2.21271
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_44_refined_0001_creation_1_refined_0001.pdb,2.11712
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_49_refined_0001_creation_1_refined_0001.pdb,2.09714
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_4_refined_0001_creation_1_refined_0001.pdb,3.07399
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_50_refined_0001_creation_1_refined_0001.pdb,3.27196
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_51_refined_0001_creation_1_refined_0001.pdb,2.45694
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_55_refined_0001_creation_1_refined_0001.pdb,3.54873
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_59_refined_0001_creation_1_refined_0001.pdb,1.56625
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_5_refined_0001_creation_1_refined_0001.pdb,1.79857
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_65_refined_0001_creation_1_refined_0001.pdb,3.46097
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_66_refined_0001_creation_1_refined_0001.pdb,3.00943
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_68_refined_0001_creation_1_refined_0001.pdb,2.27355
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_71_refined_0001_creation_1_refined_0001.pdb,1.47381
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_72_refined_0001_creation_1_refined_0001.pdb,1.59876
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_73_refined_0001_creation_1_refined_0001.pdb,3.10766
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_74_refined_0001_creation_1_refined_0001.pdb,2.19872
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_76_refined_0001_creation_1_refined_0001.pdb,2.10369
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_77_refined_0001_creation_1_refined_0001.pdb,1.79576
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_81_refined_0001_creation_1_refined_0001.pdb,2.41356
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_83_refined_0001_creation_1_refined_0001.pdb,2.50538
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_84_refined_0001_creation_1_refined_0001.pdb,2.23227
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_87_refined_0001_creation_1_refined_0001.pdb,3.22515
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_88_refined_0001_creation_1_refined_0001.pdb,2.35423
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_90_refined_0001_creation_1_refined_0001.pdb,1.94378
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_97_refined_0001_creation_1_refined_0001.pdb,1.87314
UM_4_D335H524D496Y465Y384_output_3ANS_1.pdb.massaged.pdbA_0001_creation_9_refined_0001_creation_1_refined_0001.pdb,2.31662
